Year,CPI,Country_Name
1956-01,3.242058,USA_CPI
1956-02,2.496164,USA_CPI
1956-03,1.825588,USA_CPI
1956-04,1.270286,USA_CPI
1956-05,0.8476844,USA_CPI
1956-06,0.5928261,USA_CPI
1956-07,0.4971293,USA_CPI
1956-08,0.541097,USA_CPI
1956-09,0.6639888,USA_CPI
1956-10,0.8224571,USA_CPI
1956-11,1.000902,USA_CPI
1956-12,1.176009,USA_CPI
1957-01,1.335295,USA_CPI
1957-02,1.478475,USA_CPI
1957-03,1.55514,USA_CPI
1957-04,1.588295,USA_CPI
1957-05,1.588295,USA_CPI
1957-06,1.485612,USA_CPI
1957-07,1.21044,USA_CPI
1957-08,0.7405429,USA_CPI
1957-09,0.1362023,USA_CPI
1957-10,-0.4955207,USA_CPI
1957-11,-1.033261,USA_CPI
1957-12,-1.374918,USA_CPI
1958-01,-1.438846,USA_CPI
1958-02,-1.231981,USA_CPI
1958-03,-0.7620632,USA_CPI
1958-04,-0.09056544,USA_CPI
1958-05,0.7384745,USA_CPI
1958-06,1.699565,USA_CPI
1958-07,2.759917,USA_CPI
1958-08,3.899101,USA_CPI
1958-09,5.096802,USA_CPI
1958-10,6.307247,USA_CPI
1958-11,7.439536,USA_CPI
1958-12,8.416307,USA_CPI
1959-01,9.162274,USA_CPI
1959-02,9.583674,USA_CPI
1959-03,9.638068,USA_CPI
1959-04,9.3283,USA_CPI
1959-05,8.669053,USA_CPI
1959-06,7.735282,USA_CPI
1959-07,6.652657,USA_CPI
1959-08,5.550342,USA_CPI
1959-09,4.523395,USA_CPI
1959-10,3.612294,USA_CPI
1959-11,2.834067,USA_CPI
1959-12,2.163908,USA_CPI
1960-01,1.500769,USA_CPI
1960-02,0.8550923,USA_CPI
1960-03,0.3152345,USA_CPI
1960-04,-0.04512335,USA_CPI
1960-05,-0.1979611,USA_CPI
1960-06,-0.1593522,USA_CPI
1960-07,0.008550368,USA_CPI
1960-08,0.2302834,USA_CPI
1960-09,0.4251358,USA_CPI
1960-10,0.5797653,USA_CPI
1960-11,0.7208333,USA_CPI
1960-12,0.918637,USA_CPI
1961-01,1.291776,USA_CPI
1961-02,1.895774,USA_CPI
1961-03,2.669514,USA_CPI
1961-04,3.507067,USA_CPI
1961-05,4.317641,USA_CPI
1961-06,5.06366,USA_CPI
1961-07,5.738125,USA_CPI
1961-08,6.334651,USA_CPI
1961-09,6.847985,USA_CPI
1961-10,7.242943,USA_CPI
1961-11,7.488672,USA_CPI
1961-12,7.530777,USA_CPI
1962-01,7.339333,USA_CPI
1962-02,6.913505,USA_CPI
1962-03,6.274386,USA_CPI
1962-04,5.509712,USA_CPI
1962-05,4.738101,USA_CPI
1962-06,4.049233,USA_CPI
1962-07,3.517606,USA_CPI
1962-08,3.157807,USA_CPI
1962-09,2.979879,USA_CPI
1962-10,2.97083,USA_CPI
1962-11,3.104181,USA_CPI
1962-12,3.357005,USA_CPI
1963-01,3.705383,USA_CPI
1963-02,4.109883,USA_CPI
1963-03,4.560166,USA_CPI
1963-04,5.026169,USA_CPI
1963-05,5.444516,USA_CPI
1963-06,5.765455,USA_CPI
1963-07,5.960835,USA_CPI
1963-08,6.048445,USA_CPI
1963-09,6.05577,USA_CPI
1963-10,5.993144,USA_CPI
1963-11,5.875093,USA_CPI
1963-12,5.753621,USA_CPI
1964-01,5.674191,USA_CPI
1964-02,5.634348,USA_CPI
1964-03,5.635835,USA_CPI
1964-04,5.671682,USA_CPI
1964-05,5.750209,USA_CPI
1964-06,5.8709,USA_CPI
1964-07,6.006269,USA_CPI
1964-08,6.11872,USA_CPI
1964-09,6.20487,USA_CPI
1964-10,6.275406,USA_CPI
1964-11,6.353325,USA_CPI
1964-12,6.414637,USA_CPI
1965-01,6.421571,USA_CPI
1965-02,6.376396,USA_CPI
1965-03,6.273019,USA_CPI
1965-04,6.118835,USA_CPI
1965-05,5.941891,USA_CPI
1965-06,5.777808,USA_CPI
1965-07,5.670762,USA_CPI
1965-08,5.650424,USA_CPI
1965-09,5.701326,USA_CPI
1965-10,5.804667,USA_CPI
1965-11,5.914218,USA_CPI
1965-12,5.997811,USA_CPI
1966-01,6.031195,USA_CPI
1966-02,5.987137,USA_CPI
1966-03,5.85206,USA_CPI
1966-04,5.632445,USA_CPI
1966-05,5.334831,USA_CPI
1966-06,4.98928,USA_CPI
1966-07,4.587858,USA_CPI
1966-08,4.131311,USA_CPI
1966-09,3.618379,USA_CPI
1966-10,3.056727,USA_CPI
1966-11,2.488884,USA_CPI
1966-12,1.976637,USA_CPI
1967-01,1.592997,USA_CPI
1967-02,1.402781,USA_CPI
1967-03,1.463409,USA_CPI
1967-04,1.777385,USA_CPI
1967-05,2.307379,USA_CPI
1967-06,2.944263,USA_CPI
1967-07,3.617358,USA_CPI
1967-08,4.27064,USA_CPI
1967-09,4.864668,USA_CPI
1967-10,5.391848,USA_CPI
1967-11,5.832685,USA_CPI
1967-12,6.165348,USA_CPI
1968-01,6.357678,USA_CPI
1968-02,6.421514,USA_CPI
1968-03,6.34471,USA_CPI
1968-04,6.135817,USA_CPI
1968-05,5.819746,USA_CPI
1968-06,5.463285,USA_CPI
1968-07,5.124026,USA_CPI
1968-08,4.850293,USA_CPI
1968-09,4.675519,USA_CPI
1968-10,4.560498,USA_CPI
1968-11,4.449496,USA_CPI
1968-12,4.319942,USA_CPI
1969-01,4.180461,USA_CPI
1969-02,4.007709,USA_CPI
1969-03,3.79018,USA_CPI
1969-04,3.51697,USA_CPI
1969-05,3.185318,USA_CPI
1969-06,2.828161,USA_CPI
1969-07,2.468779,USA_CPI
1969-08,2.105388,USA_CPI
1969-09,1.714856,USA_CPI
1969-10,1.311229,USA_CPI
1969-11,0.9323502,USA_CPI
1969-12,0.5935733,USA_CPI
1970-01,0.2979735,USA_CPI
1970-02,0.07233029,USA_CPI
1970-03,-0.06192283,USA_CPI
1970-04,-0.0784132,USA_CPI
1970-05,0.04800105,USA_CPI
1970-06,0.2641663,USA_CPI
1970-07,0.5040087,USA_CPI
1970-08,0.7486799,USA_CPI
1970-09,1.04056,USA_CPI
1970-10,1.44975,USA_CPI
1970-11,2.037477,USA_CPI
1970-12,2.801015,USA_CPI
1971-01,3.646841,USA_CPI
1971-02,4.44117,USA_CPI
1971-03,5.088365,USA_CPI
1971-04,5.553583,USA_CPI
1971-05,5.814467,USA_CPI
1971-06,5.913074,USA_CPI
1971-07,5.925024,USA_CPI
1971-08,5.907269,USA_CPI
1971-09,5.888946,USA_CPI
1971-10,5.870375,USA_CPI
1971-11,5.824198,USA_CPI
1971-12,5.739784,USA_CPI
1972-01,5.63119,USA_CPI
1972-02,5.535225,USA_CPI
1972-03,5.47805,USA_CPI
1972-04,5.466674,USA_CPI
1972-05,5.515014,USA_CPI
1972-06,5.618659,USA_CPI
1972-07,5.771347,USA_CPI
1972-08,5.950269,USA_CPI
1972-09,6.083916,USA_CPI
1972-10,6.099923,USA_CPI
1972-11,5.956274,USA_CPI
1972-12,5.638493,USA_CPI
1973-01,5.199863,USA_CPI
1973-02,4.693714,USA_CPI
1973-03,4.152086,USA_CPI
1973-04,3.588326,USA_CPI
1973-05,3.015329,USA_CPI
1973-06,2.451369,USA_CPI
1973-07,1.898607,USA_CPI
1973-08,1.356963,USA_CPI
1973-09,0.8632256,USA_CPI
1973-10,0.4350097,USA_CPI
1973-11,0.05278014,USA_CPI
1973-12,-0.2670693,USA_CPI
1974-01,-0.4925523,USA_CPI
1974-02,-0.640537,USA_CPI
1974-03,-0.7288756,USA_CPI
1974-04,-0.7913793,USA_CPI
1974-05,-0.8573502,USA_CPI
1974-06,-0.9606544,USA_CPI
1974-07,-1.125602,USA_CPI
1974-08,-1.3719,USA_CPI
1974-09,-1.703421,USA_CPI
1974-10,-2.048364,USA_CPI
1974-11,-2.311748,USA_CPI
1974-12,-2.406035,USA_CPI
1975-01,-2.276606,USA_CPI
1975-02,-1.906146,USA_CPI
1975-03,-1.304397,USA_CPI
1975-04,-0.4867108,USA_CPI
1975-05,0.4755151,USA_CPI
1975-06,1.525116,USA_CPI
1975-07,2.61818,USA_CPI
1975-08,3.725988,USA_CPI
1975-09,4.834958,USA_CPI
1975-10,5.897702,USA_CPI
1975-11,6.871416,USA_CPI
1975-12,7.683218,USA_CPI
1976-01,8.240137,USA_CPI
1976-02,8.502395,USA_CPI
1976-03,8.469709,USA_CPI
1976-04,8.183948,USA_CPI
1976-05,7.735525,USA_CPI
1976-06,7.207677,USA_CPI
1976-07,6.661305,USA_CPI
1976-08,6.141797,USA_CPI
1976-09,5.681306,USA_CPI
1976-10,5.29135,USA_CPI
1976-11,4.982175,USA_CPI
1976-12,4.737793,USA_CPI
1977-01,4.542651,USA_CPI
1977-02,4.415788,USA_CPI
1977-03,4.361452,USA_CPI
1977-04,4.344112,USA_CPI
1977-05,4.342494,USA_CPI
1977-06,4.32816,USA_CPI
1977-07,4.288388,USA_CPI
1977-08,4.227967,USA_CPI
1977-09,4.145212,USA_CPI
1977-10,4.032124,USA_CPI
1977-11,3.865221,USA_CPI
1977-12,3.657365,USA_CPI
1978-01,3.45171,USA_CPI
1978-02,3.283743,USA_CPI
1978-03,3.215761,USA_CPI
1978-04,3.251016,USA_CPI
1978-05,3.349325,USA_CPI
1978-06,3.466725,USA_CPI
1978-07,3.56635,USA_CPI
1978-08,3.616696,USA_CPI
1978-09,3.591763,USA_CPI
1978-10,3.482337,USA_CPI
1978-11,3.308998,USA_CPI
1978-12,3.103113,USA_CPI
1979-01,2.883988,USA_CPI
1979-02,2.623347,USA_CPI
1979-03,2.256555,USA_CPI
1979-04,1.800382,USA_CPI
1979-05,1.321776,USA_CPI
1979-06,0.8746812,USA_CPI
1979-07,0.4955881,USA_CPI
1979-08,0.2046922,USA_CPI
1979-09,-0.009878577,USA_CPI
1979-10,-0.1753474,USA_CPI
1979-11,-0.3149618,USA_CPI
1979-12,-0.4568473,USA_CPI
1980-01,-0.628096,USA_CPI
1980-02,-0.8279546,USA_CPI
1980-03,-0.9844956,USA_CPI
1980-04,-0.9589604,USA_CPI
1980-05,-0.6749954,USA_CPI
1980-06,-0.1060901,USA_CPI
1980-07,0.6634005,USA_CPI
1980-08,1.491392,USA_CPI
1980-09,2.24586,USA_CPI
1980-10,2.8441,USA_CPI
1980-11,3.26088,USA_CPI
1980-12,3.534477,USA_CPI
1981-01,3.740795,USA_CPI
1981-02,3.950848,USA_CPI
1981-03,4.147429,USA_CPI
1981-04,4.166018,USA_CPI
1981-05,3.876715,USA_CPI
1981-06,3.262418,USA_CPI
1981-07,2.442249,USA_CPI
1981-08,1.56109,USA_CPI
1981-09,0.7390603,USA_CPI
1981-10,0.08624704,USA_CPI
1981-11,-0.3552287,USA_CPI
1981-12,-0.6092057,USA_CPI
1982-01,-0.7656222,USA_CPI
1982-02,-0.894583,USA_CPI
1982-03,-0.9914441,USA_CPI
1982-04,-0.9766836,USA_CPI
1982-05,-0.8030913,USA_CPI
1982-06,-0.4788196,USA_CPI
1982-07,-0.05012371,USA_CPI
1982-08,0.464219,USA_CPI
1982-09,1.091424,USA_CPI
1982-10,1.814233,USA_CPI
1982-11,2.624518,USA_CPI
1982-12,3.506275,USA_CPI
1983-01,4.459024,USA_CPI
1983-02,5.473299,USA_CPI
1983-03,6.484767,USA_CPI
1983-04,7.404323,USA_CPI
1983-05,8.172498,USA_CPI
1983-06,8.743915,USA_CPI
1983-07,9.112909,USA_CPI
1983-08,9.295017,USA_CPI
1983-09,9.307387,USA_CPI
1983-10,9.165285,USA_CPI
1983-11,8.862671,USA_CPI
1983-12,8.394567,USA_CPI
1984-01,7.783505,USA_CPI
1984-02,7.051504,USA_CPI
1984-03,6.226919,USA_CPI
1984-04,5.355174,USA_CPI
1984-05,4.502729,USA_CPI
1984-06,3.725866,USA_CPI
1984-07,3.07094,USA_CPI
1984-08,2.553931,USA_CPI
1984-09,2.169552,USA_CPI
1984-10,1.915119,USA_CPI
1984-11,1.769863,USA_CPI
1984-12,1.709131,USA_CPI
1985-01,1.719707,USA_CPI
1985-02,1.799268,USA_CPI
1985-03,1.961662,USA_CPI
1985-04,2.198124,USA_CPI
1985-05,2.476237,USA_CPI
1985-06,2.772747,USA_CPI
1985-07,3.044929,USA_CPI
1985-08,3.282131,USA_CPI
1985-09,3.471347,USA_CPI
1985-10,3.611662,USA_CPI
1985-11,3.723709,USA_CPI
1985-12,3.825607,USA_CPI
1986-01,3.903449,USA_CPI
1986-02,3.958427,USA_CPI
1986-03,3.985281,USA_CPI
1986-04,3.994882,USA_CPI
1986-05,3.996257,USA_CPI
1986-06,3.976881,USA_CPI
1986-07,3.943035,USA_CPI
1986-08,3.900295,USA_CPI
1986-09,3.852062,USA_CPI
1986-10,3.802227,USA_CPI
1986-11,3.767803,USA_CPI
1986-12,3.781899,USA_CPI
1987-01,3.881467,USA_CPI
1987-02,4.061521,USA_CPI
1987-03,4.28626,USA_CPI
1987-04,4.504942,USA_CPI
1987-05,4.689427,USA_CPI
1987-06,4.83227,USA_CPI
1987-07,4.917094,USA_CPI
1987-08,4.907383,USA_CPI
1987-09,4.800753,USA_CPI
1987-10,4.618882,USA_CPI
1987-11,4.393826,USA_CPI
1987-12,4.158494,USA_CPI
1988-01,3.907397,USA_CPI
1988-02,3.64976,USA_CPI
1988-03,3.409141,USA_CPI
1988-04,3.211237,USA_CPI
1988-05,3.064883,USA_CPI
1988-06,2.967061,USA_CPI
1988-07,2.915361,USA_CPI
1988-08,2.935182,USA_CPI
1988-09,3.030236,USA_CPI
1988-10,3.178246,USA_CPI
1988-11,3.325108,USA_CPI
1988-12,3.401545,USA_CPI
1989-01,3.375896,USA_CPI
1989-02,3.237678,USA_CPI
1989-03,3.006179,USA_CPI
1989-04,2.724731,USA_CPI
1989-05,2.434638,USA_CPI
1989-06,2.189603,USA_CPI
1989-07,2.024497,USA_CPI
1989-08,1.933156,USA_CPI
1989-09,1.890789,USA_CPI
1989-10,1.867011,USA_CPI
1989-11,1.859068,USA_CPI
1989-12,1.872178,USA_CPI
1990-01,1.926748,USA_CPI
1990-02,2.033609,USA_CPI
1990-03,2.15758,USA_CPI
1990-04,2.226738,USA_CPI
1990-05,2.191895,USA_CPI
1990-06,2.000895,USA_CPI
1990-07,1.646801,USA_CPI
1990-08,1.163769,USA_CPI
1990-09,0.6424642,USA_CPI
1990-10,0.1761487,USA_CPI
1990-11,-0.1649455,USA_CPI
1990-12,-0.331063,USA_CPI
1991-01,-0.3199567,USA_CPI
1991-02,-0.1411831,USA_CPI
1991-03,0.1796238,USA_CPI
1991-04,0.624835,USA_CPI
1991-05,1.172961,USA_CPI
1991-06,1.81202,USA_CPI
1991-07,2.489866,USA_CPI
1991-08,3.135671,USA_CPI
1991-09,3.680048,USA_CPI
1991-10,4.081868,USA_CPI
1991-11,4.325162,USA_CPI
1991-12,4.425569,USA_CPI
1992-01,4.429227,USA_CPI
1992-02,4.345316,USA_CPI
1992-03,4.196614,USA_CPI
1992-04,3.985517,USA_CPI
1992-05,3.716257,USA_CPI
1992-06,3.411931,USA_CPI
1992-07,3.151242,USA_CPI
1992-08,3.01603,USA_CPI
1992-09,3.043045,USA_CPI
1992-10,3.223033,USA_CPI
1992-11,3.476392,USA_CPI
1992-12,3.673932,USA_CPI
1993-01,3.714207,USA_CPI
1993-02,3.591984,USA_CPI
1993-03,3.34777,USA_CPI
1993-04,3.077083,USA_CPI
1993-05,2.843363,USA_CPI
1993-06,2.706838,USA_CPI
1993-07,2.67414,USA_CPI
1993-08,2.729576,USA_CPI
